Date,Open,High,Low,Close
08-04-2020,"10,946.65","11,112.25","10,908.10","11,095.25"
08-03-2020,"11,057.55","11,058.05","10,882.25","10,891.60"
07/31/2020,"11,139.50","11,150.40","11,026.65","11,073.45"
07/30/2020,"11,254.30","11,299.95","11,084.95","11,102.15"
07/29/2020,"11,276.90","11,341.40","11,149.75","11,202.85"
07/28/2020,"11,154.10","11,317.75","11,151.40","11,300.55"
07/27/2020,"11,225.00","11,225.00","11,087.85","11,131.80"
07/24/2020,"11,149.95","11,225.40","11,090.30","11,194.15"
07/23/2020,"11,135.00","11,239.80","11,103.15","11,215.45"
07/22/2020,"11,231.20","11,238.10","11,056.55","11,132.60"
07/21/2020,"11,126.10","11,179.55","11,113.25","11,162.25"
07/20/2020,"10,999.45","11,037.90","10,953.00","11,022.20"
07/17/2020,"10,752.00","10,933.45","10,749.65","10,901.70"
07/16/2020,"10,706.20","10,755.30","10,595.20","10,739.95"
07/15/2020,"10,701.00","10,827.45","10,577.75","10,618.20"
07/14/2020,"10,750.85","10,755.65","10,562.90","10,607.35"
07/13/2020,"10,851.85","10,894.05","10,756.05","10,802.70"
07-10-2020,"10,764.10","10,819.40","10,713.00","10,768.05"
07-09-2020,"10,755.55","10,836.85","10,733.00","10,813.45"
07-08-2020,"10,818.65","10,847.85","10,676.55","10,705.75"
07-07-2020,"10,802.85","10,813.80","10,689.70","10,799.65"
07-06-2020,"10,723.85","10,811.40","10,695.10","10,763.65"
07-03-2020,"10,614.95","10,631.30","10,562.65","10,607.35"
07-02-2020,"10,493.05","10,598.20","10,485.55","10,551.70"
07-01-2020,"10,323.80","10,447.05","10,299.60","10,430.05"
06/30/2020,"10,382.60","10,401.05","10,267.35","10,302.10"
06/29/2020,"10,311.95","10,337.95","10,223.60","10,312.40"
06/26/2020,"10,378.90","10,409.85","10,311.25","10,383.00"
06/25/2020,"10,235.55","10,361.80","10,194.50","10,288.90"
06/24/2020,"10,529.25","10,553.15","10,281.95","10,305.30"
06/23/2020,"10,347.95","10,484.70","10,301.75","10,471.00"
06/22/2020,"10,318.75","10,393.65","10,277.60","10,311.20"
06/19/2020,"10,119.00","10,272.40","10,072.65","10,244.40"
06/18/2020,"9,863.25","10,111.20","9,845.05","10,091.65"
06/17/2020,"9,876.70","10,003.60","9,833.80","9,881.15"
06/16/2020,"10,014.80","10,046.15","9,728.50","9,914.00"
06/15/2020,"9,919.35","9,943.35","9,726.35","9,813.70"
06-12-2020,"9,544.95","9,996.05","9,544.35","9,972.90"
06-11-2020,"10,094.10","10,112.05","9,885.05","9,902.00"
06-10-2020,"10,072.60","10,148.75","10,036.85","10,116.15"
06-09-2020,"10,181.15","10,291.15","10,021.45","10,046.65"
06-08-2020,"10,326.75","10,328.50","10,120.25","10,167.45"
06-05-2020,"10,093.80","10,177.80","10,040.75","10,142.15"
06-04-2020,"10,054.25","10,123.85","9,944.25","10,029.10"
06-03-2020,"10,108.30","10,176.20","10,035.55","10,061.55"
06-02-2020,"9,880.85","9,995.60","9,824.05","9,979.10"
06-01-2020,"9,726.85","9,931.60","9,706.95","9,826.15"
05/29/2020,"9,422.20","9,598.85","9,376.90","9,580.30"
05/28/2020,"9,364.95","9,511.25","9,336.50","9,490.10"
05/27/2020,"9,082.20","9,334.00","9,004.25","9,314.95"
05/26/2020,"9,099.75","9,161.65","8,996.65","9,029.05"
05/22/2020,"9,067.90","9,149.60","8,968.55","9,039.25"
05/21/2020,"9,079.45","9,178.55","9,056.10","9,106.25"
05/20/2020,"8,889.15","9,093.80","8,875.35","9,066.55"
05/19/2020,"8,961.70","9,030.35","8,855.30","8,879.10"
05/18/2020,"9,158.30","9,158.30","8,806.75","8,823.25"
05/15/2020,"9,182.40","9,182.40","9,050.00","9,136.85"
05/14/2020,"9,213.95","9,281.10","9,119.75","9,142.75"
05/13/2020,"9,584.20","9,584.50","9,351.10","9,383.55"
05-12-2020,"9,168.85","9,240.85","9,043.95","9,196.55"
05-11-2020,"9,348.15","9,439.90","9,219.95","9,239.20"
05-08-2020,"9,376.95","9,382.65","9,238.20","9,251.50"
05-07-2020,"9,234.05","9,277.85","9,175.90","9,199.05"
05-06-2020,"9,226.80","9,346.90","9,116.50","9,270.90"
05-05-2020,"9,429.40","9,450.90","9,190.75","9,205.60"
05-04-2020,"9,533.50","9,533.50","9,266.95","9,293.50"
04/30/2020,"9,753.50","9,889.05","9,731.50","9,859.90"
04/29/2020,"9,408.60","9,599.85","9,392.35","9,553.35"
04/28/2020,"9,389.80","9,404.40","9,260.00","9,380.90"
04/27/2020,"9,259.70","9,377.10","9,250.35","9,282.30"
04/24/2020,"9,163.90","9,296.90","9,141.30","9,154.40"
04/23/2020,"9,232.35","9,343.60","9,170.15","9,313.90"
04/22/2020,"9,026.75","9,209.75","8,946.25","9,187.30"
04/21/2020,"9,016.95","9,044.40","8,909.40","8,981.45"
04/20/2020,"9,390.20","9,390.85","9,230.80","9,261.85"
04/17/2020,"9,323.45","9,324.00","9,091.35","9,266.75"
04/16/2020,"8,851.25","9,053.75","8,821.90","8,992.80"
04/15/2020,"9,196.40","9,261.20","8,874.10","8,925.30"
04/13/2020,"9,103.95","9,112.05","8,912.40","8,993.85"
04-09-2020,"8,973.05","9,128.35","8,904.55","9,111.90"
04-08-2020,"8,688.90","9,131.70","8,653.90","8,748.75"
04-07-2020,"8,446.30","8,819.40","8,360.95","8,792.20"
04-03-2020,"8,356.55","8,356.55","8,055.80","8,083.80"
04-01-2020,"8,584.10","8,588.10","8,198.35","8,253.80"
03/31/2020,"8,529.35","8,678.30","8,358.00","8,597.75"
03/30/2020,"8,385.95","8,576.00","8,244.00","8,281.10"
03/27/2020,"8,949.10","9,038.90","8,522.90","8,660.25"
03/26/2020,"8,451.00","8,749.05","8,304.90","8,641.45"
03/25/2020,"7,735.15","8,376.75","7,714.75","8,317.85"
03/24/2020,"7,848.30","8,036.95","7,511.10","7,801.05"
03/23/2020,"7,945.70","8,159.25","7,583.60","7,610.25"
03/20/2020,"8,284.45","8,883.00","8,178.20","8,745.45"
03/19/2020,"8,063.30","8,575.45","7,832.55","8,263.45"
03/18/2020,"9,088.45","9,127.55","8,407.05","8,468.80"
03/17/2020,"9,285.40","9,403.80","8,915.60","8,967.05"
03/16/2020,"9,587.80","9,602.20","9,165.10","9,197.40"
03/13/2020,"9,107.60","10,159.40","8,555.15","9,955.20"
03-12-2020,"10,039.95","10,040.75","9,508.00","9,590.15"
03-11-2020,"10,334.30","10,545.10","10,334.00","10,458.40"
03-09-2020,"10,742.05","10,751.55","10,294.45","10,451.45"
03-06-2020,"10,942.65","11,035.10","10,827.40","10,989.45"
03-05-2020,"11,306.05","11,389.50","11,244.60","11,269.00"
03-04-2020,"11,351.35","11,356.60","11,082.15","11,251.00"
03-03-2020,"11,217.55","11,342.25","11,152.55","11,303.30"
03-02-2020,"11,387.35","11,433.00","11,036.25","11,132.75"
02/28/2020,"11,382.00","11,384.80","11,175.05","11,201.75"
02/27/2020,"11,661.25","11,663.85","11,536.70","11,633.30"
02/26/2020,"11,738.55","11,783.25","11,639.60","11,678.50"
02/25/2020,"11,877.50","11,883.05","11,779.90","11,797.90"
02/24/2020,"12,012.55","12,012.55","11,813.40","11,829.40"
02/20/2020,"12,119.00","12,152.00","12,071.45","12,080.85"
02/19/2020,"12,090.60","12,134.70","12,042.10","12,125.90"
02/18/2020,"12,028.25","12,030.75","11,908.05","11,992.50"
02/17/2020,"12,131.80","12,159.60","12,037.00","12,045.80"
02/14/2020,"12,190.15","12,246.70","12,091.20","12,113.45"
02/13/2020,"12,219.55","12,225.65","12,139.80","12,174.65"
02-12-2020,"12,151.00","12,231.75","12,144.30","12,201.20"
02-11-2020,"12,108.40","12,172.30","12,099.00","12,107.90"
02-10-2020,"12,102.35","12,103.55","11,990.75","12,031.50"
02-07-2020,"12,151.15","12,154.70","12,073.95","12,098.35"
02-06-2020,"12,120.00","12,160.60","12,084.65","12,137.95"
02-05-2020,"12,005.85","12,098.15","11,953.35","12,089.15"
02-04-2020,"11,786.25","11,986.15","11,783.40","11,979.65"
02-03-2020,"11,627.45","11,749.85","11,614.50","11,707.90"
02-01-2020,"11,939.00","12,017.35","11,633.30","11,661.85"
01/31/2020,"12,100.40","12,103.55","11,945.85","11,962.10"
01/30/2020,"12,147.75","12,150.30","12,010.60","12,035.80"
01/29/2020,"12,114.90","12,169.60","12,103.80","12,129.50"
01/28/2020,"12,148.10","12,163.55","12,024.50","12,055.80"
01/27/2020,"12,197.10","12,216.60","12,107.00","12,119.00"
01/24/2020,"12,174.55","12,272.15","12,149.65","12,248.25"
01/23/2020,"12,123.75","12,189.00","12,094.10","12,180.35"
01/22/2020,"12,218.35","12,225.05","12,087.90","12,106.90"
01/21/2020,"12,195.30","12,230.05","12,162.30","12,169.85"
01/20/2020,"12,430.50","12,430.50","12,216.90","12,224.55"
01/17/2020,"12,328.40","12,385.45","12,321.40","12,352.35"
01/16/2020,"12,347.10","12,389.05","12,315.80","12,355.50"
01/15/2020,"12,349.40","12,355.15","12,278.75","12,343.30"
01/14/2020,"12,333.10","12,374.25","12,308.70","12,362.30"
01/13/2020,"12,296.70","12,337.75","12,285.80","12,329.55"
01-10-2020,"12,271.00","12,311.20","12,213.20","12,256.80"
01-09-2020,"12,153.15","12,224.05","12,132.55","12,215.90"
01-08-2020,"11,939.10","12,044.95","11,929.60","12,025.35"
01-07-2020,"12,079.10","12,152.15","12,005.35","12,052.95"
01-06-2020,"12,170.60","12,179.10","11,974.20","11,993.05"
01-03-2020,"12,261.10","12,265.60","12,191.35","12,226.65"
01-02-2020,"12,198.55","12,289.90","12,195.25","12,282.20"
01-01-2020,"12,202.15","12,222.20","12,165.30","12,182.50"
12/31/2019,"12,247.10","12,247.10","12,151.80","12,168.45"
12/30/2019,"12,274.90","12,286.45","12,213.80","12,255.85"
12/27/2019,"12,172.90","12,258.45","12,157.90","12,245.80"
12/26/2019,"12,211.85","12,221.55","12,118.85","12,126.55"
12/24/2019,"12,269.25","12,283.70","12,202.10","12,214.55"
12/23/2019,"12,235.45","12,287.15","12,213.25","12,262.75"
12/20/2019,"12,266.45","12,293.90","12,252.75","12,271.80"
12/19/2019,"12,223.40","12,268.35","12,191.15","12,259.70"
12/18/2019,"12,197.00","12,237.70","12,163.45","12,221.65"
12/17/2019,"12,082.45","12,182.75","12,070.35","12,165.00"
12/16/2019,"12,131.35","12,134.65","12,046.30","12,053.95"
12/13/2019,"12,026.40","12,098.85","12,023.60","12,086.70"
12-12-2019,"11,944.30","12,005.50","11,934.00","11,971.80"
12-11-2019,"11,867.35","11,923.20","11,832.30","11,910.15"
12-10-2019,"11,950.50","11,953.20","11,844.70","11,856.80"
12-09-2019,"11,939.10","11,981.95","11,888.05","11,937.50"
12-06-2019,"12,047.35","12,057.05","11,888.85","11,921.50"
12-05-2019,"12,071.25","12,081.20","11,998.75","12,018.40"
12-04-2019,"11,969.95","12,054.70","11,935.30","12,043.20"
12-03-2019,"12,067.65","12,068.60","11,956.40","11,994.20"
12-02-2019,"12,137.05","12,137.15","12,023.70","12,048.20"
11/29/2019,"12,146.20","12,147.40","12,017.40","12,056.05"
11/28/2019,"12,132.10","12,158.80","12,099.95","12,151.15"
11/27/2019,"12,068.50","12,114.90","12,055.15","12,100.70"
11/26/2019,"12,110.20","12,132.45","12,006.35","12,037.70"
11/25/2019,"11,922.45","12,084.50","11,919.75","12,073.75"
11/22/2019,"11,967.30","11,968.10","11,883.50","11,914.40"
11/21/2019,"12,025.65","12,028.20","11,956.90","11,968.40"
11/20/2019,"12,004.75","12,038.60","11,966.05","11,999.10"
11/19/2019,"11,919.45","11,958.85","11,881.75","11,940.10"
11/18/2019,"11,915.15","11,946.20","11,867.60","11,884.50"
11/15/2019,"11,904.20","11,973.65","11,879.25","11,895.45"
11/14/2019,"11,858.75","11,895.65","11,802.65","11,872.10"
11/13/2019,"11,908.30","11,946.80","11,823.20","11,840.45"
11-11-2019,"11,879.20","11,932.65","11,853.95","11,913.45"
11-08-2019,"11,987.15","12,034.15","11,888.75","11,908.15"
11-07-2019,"12,021.10","12,021.40","11,946.85","12,012.05"
11-06-2019,"11,911.50","12,002.90","11,850.25","11,966.05"
11-05-2019,"11,974.60","11,978.95","11,861.90","11,917.20"
11-04-2019,"11,928.90","11,989.15","11,905.35","11,941.30"
11-01-2019,"11,886.60","11,918.30","11,843.35","11,890.60"
10/31/2019,"11,890.45","11,945.00","11,855.10","11,877.45"
10/30/2019,"11,883.90","11,883.95","11,784.45","11,844.10"
10/29/2019,"11,643.95","11,809.40","11,627.35","11,786.85"
10/27/2019,"11,662.25","11,672.40","11,604.60","11,627.15"
10/25/2019,"11,661.65","11,646.90","11,490.75","11,583.90"
10/24/2019,"11,661.65","11,679.60","11,534.65","11,582.60"
10/23/2019,"11,596.20","11,651.60","11,554.40","11,604.10"
10/22/2019,"11,657.15","11,714.35","11,573.65","11,588.35"
10/18/2019,"11,466.30","11,684.70","11,553.15","11,661.85"
10/17/2019,"11,466.30","11,599.10","11,439.65","11,586.35"
10/16/2019,"11,464.95","11,481.05","11,411.10","11,464.00"
10/15/2019,"11,360.85","11,462.35","11,342.10","11,428.30"
10/14/2019,"11,335.90","11,420.45","11,290.05","11,341.15"
10-11-2019,"11,257.70","11,362.90","11,189.40","11,305.05"
10-10-2019,"11,280.50","11,293.35","11,208.55","11,234.55"
10-09-2019,"11,152.95","11,321.60","11,090.15","11,313.30"
10-07-2019,"11,196.20","11,233.85","11,112.65","11,126.40"
10-04-2019,"11,388.45","11,400.30","11,158.35","11,174.75"
10-03-2019,"11,322.25","11,370.40","11,257.35","11,314.00"
10-01-2019,"11,515.40","11,554.20","11,247.90","11,359.90"
09/30/2019,"11,491.15","11,508.25","11,390.80","11,474.45"
09/27/2019,"11,556.35","11,593.60","11,499.75","11,512.40"
09/26/2019,"11,469.85","11,610.85","11,466.35","11,571.20"
09/25/2019,"11,564.85","11,564.95","11,416.10","11,440.20"
09/24/2019,"11,590.70","11,655.05","11,539.20","11,588.20"
09/23/2019,"11,542.70","11,694.85","11,471.35","11,600.20"
09/20/2019,"10,746.80","11,381.90","10,691.00","11,274.20"
09/19/2019,"10,845.20","10,845.20","10,670.25","10,704.80"
09/18/2019,"10,872.80","10,885.15","10,804.85","10,840.65"
09/17/2019,"11,000.10","11,000.10","10,796.50","10,817.60"
09/16/2019,"10,994.85","11,052.70","10,968.20","11,003.50"
09/13/2019,"10,986.80","11,084.45","10,945.75","11,075.90"
09-12-2019,"11,058.30","11,081.75","10,964.95","10,982.80"
09-11-2019,"11,028.50","11,054.80","11,011.65","11,035.70"
09-09-2019,"10,936.70","11,028.85","10,889.80","11,003.05"
09-06-2019,"10,883.80","10,957.05","10,867.45","10,946.20"
09-05-2019,"10,860.95","10,920.10","10,816.00","10,847.90"
09-04-2019,"10,790.40","10,858.75","10,746.35","10,844.65"
09-03-2019,"10,960.95","10,967.50","10,772.70","10,797.90"
08/30/2019,"10,987.80","11,042.60","10,874.80","11,023.25"
08/29/2019,"10,996.05","11,021.10","10,922.40","10,948.30"
08/28/2019,"11,101.30","11,129.65","10,987.65","11,046.10"
08/27/2019,"11,106.55","11,141.75","11,049.50","11,105.35"
08/26/2019,"11,000.30","11,070.30","10,756.55","11,057.85"
08/23/2019,"10,699.60","10,862.55","10,637.15","10,829.35"
08/22/2019,"10,905.30","10,908.25","10,718.30","10,741.35"
08/21/2019,"11,018.15","11,034.20","10,906.65","10,918.70"
08/20/2019,"11,063.90","11,076.30","10,985.30","11,017.00"
08/19/2019,"11,094.80","11,146.90","11,037.85","11,053.90"
08/16/2019,"11,043.65","11,068.65","10,924.30","11,047.80"
08/14/2019,"11,003.25","11,078.15","10,935.60","11,029.40"
08/13/2019,"11,139.40","11,145.90","10,901.60","10,925.85"
08-09-2019,"11,087.90","11,181.45","11,062.80","11,109.65"
08-08-2019,"10,899.20","11,058.05","10,842.95","11,032.45"
08-07-2019,"10,958.10","10,975.65","10,835.90","10,855.50"
08-06-2019,"10,815.40","11,018.55","10,813.80","10,948.25"
08-05-2019,"10,895.80","10,895.80","10,782.60","10,862.60"
08-02-2019,"10,930.30","11,080.15","10,848.95","10,997.35"
08-01-2019,"11,060.20","11,076.75","10,881.00","10,980.00"
07/31/2019,"11,034.05","11,145.30","10,999.40","11,118.00"
07/30/2019,"11,213.70","11,267.45","11,072.65","11,085.40"
07/29/2019,"11,307.50","11,310.95","11,152.40","11,189.20"
07/26/2019,"11,247.45","11,307.60","11,210.05","11,284.30"
07/25/2019,"11,290.40","11,361.40","11,239.35","11,252.15"
07/24/2019,"11,322.45","11,359.75","11,229.80","11,271.30"
07/23/2019,"11,372.25","11,398.15","11,302.80","11,331.05"
07/22/2019,"11,392.85","11,398.15","11,301.25","11,346.20"
07/19/2019,"11,627.95","11,640.35","11,399.30","11,419.25"
07/18/2019,"11,675.60","11,677.15","11,582.40","11,596.90"
07/17/2019,"11,670.75","11,706.65","11,651.15","11,687.50"
07/16/2019,"11,596.65","11,670.05","11,573.95","11,662.60"
07/15/2019,"11,614.75","11,618.40","11,532.30","11,588.35"
07-12-2019,"11,601.15","11,639.55","11,538.60","11,552.50"
07-11-2019,"11,561.45","11,599.00","11,519.50","11,582.90"
07-10-2019,"11,536.15","11,593.70","11,475.65","11,498.90"
07-09-2019,"11,531.60","11,582.55","11,461.00","11,555.90"
07-08-2019,"11,770.40","11,771.90","11,523.30","11,558.60"
07-05-2019,"11,964.75","11,981.75","11,797.90","11,811.15"
07-04-2019,"11,928.80","11,969.25","11,923.65","11,946.75"
07-03-2019,"11,932.15","11,945.20","11,887.05","11,916.75"
07-02-2019,"11,890.30","11,917.45","11,814.70","11,910.30"
07-01-2019,"11,839.90","11,884.65","11,830.80","11,865.60"
06/28/2019,"11,861.15","11,871.70","11,775.50","11,788.85"
06/27/2019,"11,860.85","11,911.15","11,821.05","11,841.55"
06/26/2019,"11,768.15","11,871.85","11,757.55","11,847.55"
06/25/2019,"11,681.00","11,814.40","11,651.00","11,796.45"
06/24/2019,"11,725.80","11,754.00","11,670.20","11,699.65"
06/21/2019,"11,827.60","11,827.95","11,705.10","11,724.10"
06/20/2019,"11,653.65","11,843.50","11,635.05","11,831.75"
06/19/2019,"11,744.45","11,802.50","11,625.10","11,691.45"
06/18/2019,"11,677.05","11,727.20","11,641.15","11,691.50"
06/17/2019,"11,844.00","11,844.05","11,657.75","11,672.15"
06/14/2019,"11,910.10","11,911.85","11,797.70","11,823.30"
06/13/2019,"11,873.90","11,931.35","11,817.05","11,914.05"
06-12-2019,"11,962.45","11,962.45","11,866.35","11,906.20"
06-11-2019,"11,959.85","12,000.35","11,904.35","11,965.60"
06-10-2019,"11,934.90","11,975.05","11,871.75","11,922.70"
06-07-2019,"11,865.20","11,897.50","11,769.50","11,870.65"
06-06-2019,"12,039.80","12,039.80","11,830.25","11,843.75"
06-04-2019,"12,052.65","12,095.20","12,005.85","12,021.65"
06-03-2019,"11,953.75","12,103.05","11,920.10","12,088.55"
05/31/2019,"11,999.80","12,039.25","11,829.45","11,922.80"
05/30/2019,"11,865.30","11,968.55","11,859.40","11,945.90"
05/29/2019,"11,905.80","11,931.90","11,836.80","11,861.10"
05/28/2019,"11,958.35","11,958.55","11,864.90","11,928.75"
05/27/2019,"11,855.50","11,957.15","11,812.40","11,924.75"
05/24/2019,"11,748.00","11,859.00","11,658.10","11,844.10"
05/23/2019,"11,901.30","12,041.15","11,614.50","11,657.05"
05/22/2019,"11,727.95","11,784.80","11,682.40","11,737.90"
05/21/2019,"11,863.65","11,883.55","11,682.80","11,709.10"
05/20/2019,"11,651.90","11,845.20","11,591.70","11,828.25"
05/17/2019,"11,261.90","11,426.15","11,259.85","11,407.15"
05/16/2019,"11,180.35","11,281.55","11,143.35","11,257.10"
05/15/2019,"11,271.70","11,286.80","11,136.95","11,157.00"
05/14/2019,"11,151.65","11,294.75","11,108.30","11,222.05"
05/13/2019,"11,258.70","11,300.20","11,125.60","11,148.20"
05-10-2019,"11,314.15","11,345.80","11,251.05","11,278.90"
05-09-2019,"11,322.40","11,357.60","11,255.05","11,301.80"
05-08-2019,"11,478.70","11,479.10","11,346.95","11,359.45"
05-07-2019,"11,651.50","11,657.05","11,484.45","11,497.90"
05-06-2019,"11,605.80","11,632.55","11,571.35","11,598.25"
05-03-2019,"11,722.60","11,770.90","11,699.35","11,712.25"
05-02-2019,"11,725.55","11,789.30","11,699.55","11,724.75"
04/30/2019,"11,748.75","11,756.25","11,655.90","11,748.75"
04/26/2019,"11,683.75","11,762.90","11,661.75","11,683.75"
04/25/2019,"11,735.70","11,796.75","11,624.30","11,735.70"
04/24/2019,"11,601.50","11,740.85","11,578.85","11,601.50"
04/23/2019,"11,612.95","11,645.95","11,564.80","11,612.95"
04/22/2019,"11,727.05","11,727.05","11,583.95","11,727.05"
04/18/2019,"11,856.15","11,856.15","11,738.50","11,856.15"
04/16/2019,"11,736.20","11,810.95","11,731.55","11,736.20"
04/15/2019,"11,667.00","11,704.60","11,648.25","11,667.00"
04-12-2019,"11,612.85","11,657.35","11,578.80","11,612.85"
04-11-2019,"11,592.55","11,606.70","11,550.55","11,592.55"
04-10-2019,"11,646.85","11,680.05","11,571.75","11,646.85"
04-09-2019,"11,612.05","11,683.90","11,569.70","11,612.05"
04-08-2019,"11,704.35","11,710.30","11,549.10","11,704.35"
04-05-2019,"11,638.40","11,689.65","11,609.50","11,638.40"
04-04-2019,"11,660.20","11,662.55","11,559.20","11,660.20"
04-03-2019,"11,735.30","11,761.00","11,629.15","11,735.30"
04-02-2019,"11,711.55","11,729.35","11,655.85","11,711.55"
04-01-2019,"11,665.20","11,738.10","11,644.75","11,665.20"
03/29/2019,"11,625.45","11,630.35","11,570.15","11,625.45"
03/28/2019,"11,463.65","11,588.50","11,452.45","11,463.65"
03/27/2019,"11,531.45","11,546.20","11,413.00","11,531.45"
03/26/2019,"11,375.20","11,496.75","11,352.45","11,375.20"
03/25/2019,"11,395.65","11,395.65","11,311.60","11,395.65"
03/22/2019,"11,549.20","11,572.80","11,434.55","11,549.20"
03/20/2019,"11,553.35","11,556.10","11,503.10","11,553.35"
03/19/2019,"11,500.30","11,543.85","11,451.25","11,500.30"
03/18/2019,"11,473.85","11,530.15","11,412.50","11,473.85"
03/15/2019,"11,376.85","11,487.00","11,370.80","11,376.85"
03/14/2019,"11,382.50","11,383.45","11,313.75","11,382.50"
03/13/2019,"11,326.20","11,352.30","11,276.60","11,326.20"
03-12-2019,"11,231.35","11,320.40","11,227.00","11,231.35"
03-11-2019,"11,068.75","11,180.90","11,059.85","11,068.75"
03-08-2019,"11,038.85","11,049.00","11,008.95","11,038.85"
03-07-2019,"11,077.95","11,089.05","11,027.10","11,077.95"
03-06-2019,"11,024.85","11,062.30","10,998.85","11,024.85"
03-05-2019,"10,864.85","10,994.90","10,817.00","10,864.85"
03-01-2019,"10,842.65","10,877.90","10,823.10","10,842.65"
02/28/2019,"10,865.70","10,865.70","10,784.85","10,865.70"
02/27/2019,"10,881.20","10,939.70","10,751.20","10,881.20"
02/26/2019,"10,775.30","10,888.75","10,729.30","10,775.30"
02/25/2019,"10,813.25","10,887.10","10,788.05","10,813.25"
02/22/2019,"10,782.70","10,801.55","10,758.40","10,782.70"
02/21/2019,"10,744.10","10,808.85","10,721.50","10,744.10"
02/20/2019,"10,655.45","10,752.70","10,646.40","10,655.45"
02/19/2019,"10,636.70","10,722.85","10,585.65","10,636.70"
02/18/2019,"10,738.65","10,759.90","10,628.40","10,738.65"
02/15/2019,"10,780.25","10,785.75","10,620.40","10,780.25"
02/14/2019,"10,786.10","10,792.70","10,718.75","10,786.10"
02/13/2019,"10,870.55","10,891.65","10,772.10","10,870.55"
02-12-2019,"10,879.70","10,910.90","10,823.80","10,879.70"
02-11-2019,"10,930.90","10,930.90","10,857.10","10,930.90"
02-08-2019,"11,023.50","11,041.20","10,925.45","11,023.50"
02-07-2019,"11,070.45","11,118.10","11,043.60","11,070.45"
02-06-2019,"10,965.10","11,072.60","10,962.70","10,965.10"
02-05-2019,"10,908.65","10,956.70","10,886.70","10,908.65"
02-04-2019,"10,876.75","10,927.90","10,814.15","10,876.75"
02-01-2019,"10,851.35","10,983.45","10,813.45","10,851.35"
01/31/2019,"10,690.55","10,838.05","10,678.55","10,690.55"
01/30/2019,"10,702.25","10,710.20","10,612.85","10,702.25"
01/29/2019,"10,653.70","10,690.35","10,583.65","10,653.70"
01/28/2019,"10,792.45","10,804.45","10,630.95","10,792.45"
01/25/2019,"10,859.75","10,931.70","10,756.45","10,859.75"
01/24/2019,"10,844.05","10,866.60","10,798.65","10,844.05"
01/23/2019,"10,931.05","10,944.80","10,811.95","10,931.05"
01/22/2019,"10,949.80","10,949.80","10,864.15","10,949.80"
01/21/2019,"10,919.35","10,987.45","10,885.75","10,919.35"
01/18/2019,"10,914.85","10,928.20","10,852.20","10,914.85"
01/17/2019,"10,920.85","10,930.65","10,844.65","10,920.85"
01/16/2019,"10,899.65","10,928.15","10,876.90","10,899.65"
01/15/2019,"10,777.55","10,896.95","10,777.55","10,777.55"
01/14/2019,"10,807.00","10,808.00","10,692.35","10,807.00"
01-11-2019,"10,834.75","10,850.15","10,739.40","10,834.75"
01-10-2019,"10,859.35","10,859.35","10,801.80","10,859.35"
01-09-2019,"10,862.40","10,870.40","10,749.40","10,862.40"
01-08-2019,"10,786.25","10,818.45","10,733.25","10,786.25"
01-07-2019,"10,804.85","10,835.95","10,750.15","10,804.85"
01-04-2019,"10,699.70","10,741.05","10,628.65","10,699.70"
01-03-2019,"10,796.80","10,814.05","10,661.25","10,796.80"
01-02-2019,"10,868.85","10,895.35","10,735.05","10,868.85"
01-01-2019,"10,881.70","10,923.60","10,807.10","10,881.70"
12/31/2018,"10,913.20","10,923.55","10,853.20","10,913.20"
12/28/2018,"10,820.95","10,893.60","10,817.15","10,820.95"
12/27/2018,"10,817.90","10,834.20","10,764.45","10,817.90"
12/26/2018,"10,635.45","10,747.50","10,534.55","10,635.45"
12/24/2018,"10,780.90","10,782.30","10,649.25","10,780.90"
12/21/2018,"10,944.25","10,963.65","10,738.65","10,944.25"
12/20/2018,"10,885.20","10,962.55","10,880.05","10,885.20"
12/19/2018,"10,930.55","10,985.15","10,928.00","10,930.55"
12/18/2018,"10,850.90","10,915.40","10,819.10","10,850.90"
12/17/2018,"10,853.20","10,900.35","10,844.85","10,853.20"
12/14/2018,"10,784.50","10,815.75","10,752.10","10,784.50"
12/13/2018,"10,810.75","10,838.60","10,749.50","10,810.75"
12-12-2018,"10,591.00","10,752.20","10,560.80","10,591.00"
12-11-2018,"10,350.05","10,567.15","10,333.85","10,350.05"
12-10-2018,"10,508.70","10,558.85","10,474.95","10,508.70"
12-07-2018,"10,644.80","10,704.55","10,599.35","10,644.80"
12-06-2018,"10,718.15","10,722.65","10,588.25","10,718.15"
12-05-2018,"10,820.45","10,821.05","10,747.95","10,820.45"
12-04-2018,"10,877.10","10,890.95","10,833.35","10,877.10"
12-03-2018,"10,930.70","10,941.20","10,845.35","10,930.70"
11/30/2018,"10,892.10","10,922.45","10,835.10","10,892.10"
11/29/2018,"10,808.70","10,883.05","10,782.35","10,808.70"
11/28/2018,"10,708.75","10,757.80","10,699.85","10,708.75"
11/27/2018,"10,621.45","10,695.15","10,596.35","10,621.45"
11/26/2018,"10,568.30","10,637.80","10,489.75","10,568.30"
11/22/2018,"10,612.65","10,646.25","10,512.00","10,612.65"
11/21/2018,"10,670.95","10,671.30","10,562.35","10,670.95"
11/20/2018,"10,740.10","10,740.85","10,640.85","10,740.10"
11/19/2018,"10,731.25","10,774.70","10,688.80","10,731.25"
11/16/2018,"10,644.00","10,695.15","10,631.15","10,644.00"
